=== Project Metadata ===
simulation_id,name,timestamp
21,Untitled Project,2025-05-31 21:49:33

=== Shape Metadata ===
shape_id,name,coords,count,collectarea,percentofstrikes,kdtreepath
"969.3787921521289,-1622.1844538093392,10157.994677743249","969.3787921521289,-1622.1844538093392,10114.832507190034",22.446016535425446,negative,shapeid:166,113
"-8089.898982828996,5486.536990689066,10070.629976136453","-8089.826961073357,5497.502409735696,10032.894861739433",18.257823815317707,negative,shapeid:147,2
"-4048.833798434449,6542.568670716326,10169.357705547563","-4048.833798434449,6542.568670716326,10114.832507190034",36.907445182937536,negative,shapeid:168,99
"4403.774061911376,-9037.39619666843,16665.836334323674","4403.774061911376,-9037.39619666843,16617.232507190034",28.876895870131612,negative,shapeid:68,32
"-255.34362863400747,-6725.952242790662,10220.734590565873","-255.34362863400747,-6725.952242790662,10165.632507190034",37.74340384903743,negative,shapeid:40,111
"7375.29791755386,-493.436588792516,10160.484039111241","7375.29791755386,-493.436588792516,10114.832507190034",25.29065524757707,negative,shapeid:199,12
"-10423.590530875437,1687.9644253558636,42.091101678161316","-10423.590530875437,1687.9644253558636,0.0",21.266419591739787,negative,shapeid:333,283
"3895.96612631909,10670.772880516059,2129.7745454617584","3895.96612631909,10670.772880516059,2077.2325071900327",34.096330118193805,negative,shapeid:203,12
"-4655.608012533474,-7407.444855359126,16674.316504315","-4655.608012533474,-7407.444855359126,16617.232507190034",40.66506801501797,negative,shapeid:66,44
"10094.782817172985,-9916.424347236221,16735.976890869093","10094.782817172985,-9916.424347236221,16693.43250719003",21.757706602727698,negative,shapeid:60,6
"5582.767974340661,-617.7840104453753,10153.406989793903","5582.767974340661,-617.7840104453753,10114.832507190034",17.67199546495165,negative,shapeid:166,114
"9727.569969965938,8993.104608522386,40.92325070241083","9727.569969965938,8993.104608522386,0.0",20.030115615142027,negative,shapeid:333,284
"1899.221172975038,579.4268851660527,10207.475784212667","1899.221172975038,579.4268851660527,10165.632507190034",21.011648913292856,negative,shapeid:167,102
"-7617.82019365211,8806.804362056075,10532.975810079288","-7617.82019365211,8806.804362056075,10470.432507190033",49.42053123065046,negative,shapeid:218,17
"-600.5674984060806,-5864.756203003056,10179.560891340669","-600.5674984060806,-5864.756203003056,10114.832507190034",53.160325523535185,negative,shapeid:40,112
"6615.064814112724,10877.67240136873,68.37893107206568","6615.064814112724,10877.67240136873,0.0",59.46799876223824,negative,shapeid:333,285
"2147.5975058397307,-4552.454606119575,9992.56168763998","2147.5975058397307,-4552.454606119575,9924.332507190034",59.45603739657726,negative,shapeid:41,9
"3054.8765761623144,5525.014530425571,10232.607257328711","3054.8765761623144,5525.014530425571,10178.332507190034",36.54773350341072,negative,shapeid:90,3
"6044.713751892115,3396.134389779152,10148.492724023448","6044.713751892115,3396.134389779152,10114.832507190034",13.223314131245163,negative,shapeid:167,103
"-8533.28641446389,-6175.194501336548,54.180006667538784","-8533.28641446389,-6175.194501336548,0.0",36.39755413240741,negative,shapeid:333,286
"5500.52774097204,10335.301557809242,8207.418396642111","5500.52774097204,10335.301557809242,8173.232507190034",13.50666802717059,negative,shapeid:208,1
"-1236.4459291201874,-10270.649728962437,16726.742247667593","-1236.4459291201874,-10270.649728962437,16693.43250719003",12.924323753874184,negative,shapeid:84,45
"4876.265554413754,6565.492355587823,10192.054537538044","4876.265554413754,6565.492355587823,10114.832507190034",77.39812729495151,negative,shapeid:168,100
"-4984.555598314234,194.55376687265198,10181.315231064296","-4984.555598314234,194.55376687265198,10114.832507190034",56.27954689942137,negative,shapeid:166,115
"5470.158252722385,1676.9139309335533,10161.116241040363","5470.158252722385,1676.9139309335533,10114.832507190034",26.039884384673258,negative,shapeid:167,104
"5160.545487140047,-3066.19184600896,10232.573851644538","5160.545487140047,-3066.19184600896,10165.632507190034",57.108970438511264,negative,shapeid:166,116
"-7690.782691848989,-3560.2933185692127,5845.161911429362","-7690.782691848989,-3560.2933185692127,5796.832507190034",28.428331384979842,negative,shapeid:5,6
"-7373.360449245343,-1188.7576803637185,5851.5342610153575","-7373.360449245343,-1188.7576803637185,5796.832507190034",37.10103206315875,negative,shapeid:181,5
"-9738.754913378894,-8189.732815038973,16755.55189589408","-9738.754913378894,-8189.732815038973,16693.43250719003",48.69432158778351,negative,shapeid:57,4
"-10195.957392864459,-650.1926288628074,57.00622139264153","-10195.957392864459,-650.1926288628074,0.0",40.55757590618476,negative,shapeid:333,287
"-7543.79758418575,-9209.17824384356,16661.118888701716","-7543.79758418575,-9209.17824384356,16617.232507190034",23.235935857809373,negative,shapeid:66,45
"5788.2913000261615,-5225.136979320642,10193.256307408048","5788.2913000261615,-5225.136979320642,10114.832507190034",79.98364527481793,negative,shapeid:40,113
"8214.431175101367,-7001.159814348509,5483.302670959293","8161.832748075898,-7001.159814348509,5466.632507190031",37.58396175783208,negative,shapeid:25,2
"-1447.2061298610279,2727.2562149393198,10158.442909295092","-1447.2061298610279,2727.2562149393198,10114.832507190034",22.944953166885725,negative,shapeid:167,105
"2140.7872288486888,-1784.8128071795927,10216.668901838111","2140.7872288486888,-1784.8128071795927,10178.332507190034",17.440750852756427,negative,shapeid:88,5
"9827.267613558153,8797.909764049826,76.38030633682726","9827.267613558153,8797.909764049826,0.0",75.59270758340739,negative,shapeid:333,288
"-1045.2194120780368,6831.451466194001,8626.399776294238","-1045.2194120780368,6831.451466194001,8586.457617411506",19.016362869591205,negative,shapeid:168,101
"-7843.352117493916,9983.266185325403,60.818224712996184","-7843.352117493916,9983.266185325403,0.0",46.480574101850564,negative,shapeid:333,289
"-190.74743474558272,-1519.8102566654961,8549.74166870993","-190.74743474558272,-1519.8102566654961,8510.257617411506",18.469922323126944,negative,shapeid:118,11
"815.9903235179463,-4773.283337955049,10192.474516674787","815.9903235179463,-4773.283337955049,10114.832507190034",78.29656324567435,negative,shapeid:40,114
"3143.259303264793,-2113.1103065277985,10213.755499520792","3143.259303264793,-2113.1103065277985,10178.332507190034",14.740691327911657,negative,shapeid:88,6
"6466.036314196961,-9849.343148495791,16662.430680557605","6466.036314196961,-9849.343148495791,16617.232507190034",24.739435151145823,negative,shapeid:68,33
"-3503.236820693988,8950.729362051188,10500.64231845016","-3503.236820693988,8915.399999971072,10470.432507190033",26.177911625440018,negative,shapeid:218,18
"-4058.0384071888084,-2747.229945660494,10215.633001763246","-4058.0384071888084,-2747.229945660494,10165.632507190034",30.69415962624896,negative,shapeid:166,117
"-5079.989327940589,-6922.301656294145,10207.193248847112","-5079.989327940589,-6922.301656294145,10165.632507190034",20.71088724700132,negative,shapeid:40,115
"3699.924384933396,10153.439737913737,8237.300404668367","3716.832748075898,10153.439737913737,8173.232507190034",55.837139456242745,negative,shapeid:216,1
"1113.4021680456844,-9157.631329579295,16683.631152787704","1113.4021680456844,-9157.631329579295,16617.232507190034",56.09771889216791,negative,shapeid:67,47
"-7336.396028191612,-2960.1098757653126,10195.691592456618","-7336.396028191612,-2960.1098757653126,10165.632507190034",10.393553893892689,negative,shapeid:166,118
"1804.5101574941473,-2339.790330704678,10220.06283052029","1837.2327480759018,-2311.4000000289307,10178.332507190034",45.15459984538278,negative,shapeid:91,4
"-2835.741052638662,-4421.359501904022,10158.199058717026","-2835.741052638662,-4421.359501904022,10114.832507190034",22.67279655515588,negative,shapeid:40,116
"9412.623438980027,4818.118075159042,73.40633936768508","9412.623438980027,4818.118075159042,0.0",69.46629413359923,negative,shapeid:333,290
"-10025.65858152941,-2692.4549587028177,58.26747740599717","-10025.65858152941,-2692.4549587028177,0.0",42.49121007487157,negative,shapeid:333,291
"2396.8227500351295,3841.2415543331335,10161.634629513524","2396.8227500351295,3841.2415543331335,10114.832507190034",26.666366477646037,negative,shapeid:167,106
"5644.466842487071,-3286.7142168306927,10213.152753177985","5644.466842487071,-3276.6000000289305,10165.632507190034",28.832686941810927,negative,shapeid:166,119
"-3142.596526326237,-2048.0371462231888,10171.264814480217","-3142.596526326237,-2048.0371462231888,10114.832507190034",39.7053076233101,negative,shapeid:166,120
"-8448.793563797435,795.1281915858308,49.648545972597994","-8448.793563797435,795.1281915858308,0.0",30.223062367584124,negative,shapeid:333,292
"5277.686210609614,-1475.0285145847993,10174.564372184064","5277.686210609614,-1475.0285145847993,10114.832507190034",44.812381691939194,negative,shapeid:166,121
"-1584.1354178055572,-11222.890798329025,82.1954127534305","-1584.1354178055572,-11222.890798329025,0.0",25.545875981764897,positive,shapeid:333,293
"6417.296359579883,6813.163483280823,10146.841749089253","6417.296359579883,6813.163483280823,10114.832507190034",11.881176569705314,negative,shapeid:168,102
"5233.695057981011,-339.32375319851235,10270.794519489393","5233.695057981011,-339.32375319851235,10114.832507190034",68.45177477235715,positive,shapeid:166,122
"223.84152107820046,7013.314945951119,8656.617438916159","223.84152107820046,7013.314945951119,8586.457617411506",63.10105821169028,negative,shapeid:168,103
"-6155.396959642814,-2490.278973872344,10193.12753687987","-6155.396959642814,-2490.278973872344,10114.832507190034",79.69405184560034,negative,shapeid:166,123
"1821.130883113845,-7854.661553595164,16678.989817493737","1821.130883113845,-7854.661553595164,16617.232507190034",48.07963540305615,negative,shapeid:67,48
"10531.315035506388,-8447.926337441442,44.726336225395436","10531.315035506388,-8447.926337441442,0.0",24.20076081596404,negative,shapeid:333,294
"-7385.160383436528,-5260.93365229079,10067.32473922257","-7385.427700450669,-5224.622789261253,10030.921794032005",32.29137852068206,negative,shapeid:12,1
"-7050.600968970506,-6998.629278168762,10093.953262510639","-7050.600968970506,-6998.629278168762,10038.632507190032",38.06265984303288,negative,shapeid:10,3
"-5888.976934437076,-6013.922531154677,10164.693010199462","-5888.976934437076,-6013.922531154677,10114.832507190034",30.505885903817557,negative,shapeid:40,117
"3167.2304867811345,9777.599303563074,5469.846499467706","3132.6327480759064,9777.599303563074,5430.032507190033",34.203259188849046,negative,shapeid:202,8
"9834.051713518176,3378.0368313137806,57.29538205472907","9834.051713518176,3378.0368313137806,0.0",40.99667288294476,negative,shapeid:333,295
"5591.897081468094,2147.203252856463,10173.509511324715","5591.897081468094,2147.203252856463,10114.832507190034",43.1451534897371,negative,shapeid:167,107
"-3464.229664075341,10953.536291280965,6393.8713625148785","-3464.229664075341,10896.599999971073,6344.432507190031",73.15716441538682,negative,shapeid:238,29
"-4949.775082519405,-8128.182043963056,16650.931940340368","-4949.775082519405,-8128.182043963056,16617.232507190034",13.24193556350218,negative,shapeid:66,46
"4144.383471534891,8980.981117948977,10496.769707136984","4144.383471534891,8915.399999971072,10470.432507190033",63.78876290898704,negative,shapeid:217,18
"-10659.924666440455,-9172.042274728563,49.939491888074556","-10659.924666440455,-9172.042274728563,0.0",30.60126733211417,negative,shapeid:333,296
"-6673.178708034123,10703.08919585712,41.35854082039787","-6673.178708034123,10703.08919585712,0.0",20.388259361100364,negative,shapeid:333,297
"1327.641231421765,1155.2093480600288,10150.059724464016","1327.641231421765,1155.2093480600288,10114.832507190034",14.563555635277432,negative,shapeid:167,108
"-698.4418435831722,-5812.094273248731,10169.327717366234","-698.4418435831722,-5812.094273248731,10114.832507190034",36.859796987891045,negative,shapeid:40,118
"4540.926545489829,2427.045983996837,10167.808637391221","4540.926545489829,2427.045983996837,10114.832507190034",34.71192339746255,negative,shapeid:167,109
"-1088.9377665201737,-2740.0813103711116,10225.082505155668","-1088.9377665201737,-2740.0813103711116,10165.632507190034",44.3636855204432,negative,shapeid:166,124
"-9961.820745490408,-5503.761202958731,70.25263060171741","-9961.820745490408,-5503.761202958731,0.0",63.26857596644299,negative,shapeid:333,298
"2384.432796796111,-6309.747111850596,10200.750100060548","2384.432796796111,-6324.6000000289305,10165.632507190034",17.04975843319485,negative,shapeid:40,119
"3050.804012929895,-398.97903580614,10235.55502052006","3050.804012929895,-381.0000000289292,10178.332507190034",45.04124475979055,negative,shapeid:91,5
"494.63038256904474,-8976.971639752634,16660.061456053827","494.63038256904474,-8976.971639752634,16617.232507190034",22.060274618747872,negative,shapeid:67,49
"6631.633398365382,959.3183411461359,10217.959864561675","6631.633398365382,959.3183411461359,10165.632507190034",33.8136537273697,negative,shapeid:167,110
"2324.3173266126196,8997.686574818279,2739.695257367669","2324.3173266126196,8997.686574818279,2686.8325071900326",34.51299878982581,negative,shapeid:202,9
"271.7572165323727,-7742.974614968634,16667.958986922666","271.7572165323727,-7742.974614968634,16617.232507190034",31.62771241271043,negative,shapeid:67,50
"-6132.4093217619165,8304.439344662624,10509.493349950953","-6132.4093217619165,8304.439344662624,10470.432507190033",18.149876495059274,negative,shapeid:218,19
"1619.7013067231928,3590.366255192068,10169.829318474023","1619.7013067231928,3590.366255192068,10114.832507190034",37.59005434863582,negative,shapeid:167,111
"3286.8028838535174,7365.575555579911,10178.642747716163","3286.8028838535174,7365.575555579911,10114.832507190034",51.574512379861055,negative,shapeid:168,104
"-5028.43686779283,-3842.6650857510194,10161.129131667873","-5028.43686779283,-3842.6650857510194,10114.832507190034",26.05720800885428,negative,shapeid:40,120
"-3937.2552749671095,-9329.830850372298,16726.801226860924","-3937.2552749671095,-9329.830850372298,16693.43250719003",12.973085664668186,negative,shapeid:61,2
"224.23585232431105,-8927.260293216585,16681.493637318","224.23585232431105,-8927.260293216585,16617.232507190034",52.32368902738024,negative,shapeid:67,51
"-8587.022398192406,849.8815042573224,42.83033361090993","-8587.022398192406,849.8815042573224,0.0",22.069289433262178,negative,shapeid:333,299
"-10623.019843601858,-2602.7683230439434,52.325425119534934","-10623.019843601858,-2602.7683230439434,0.0",33.79702060546108,negative,shapeid:333,300
"5718.7300910260565,1823.7344474767087,10171.65756017077","5718.7300910260565,1823.7344474767087,10114.832507190034",40.2990066043499,negative,shapeid:167,112
"3130.0242751603873,366.39645203575856,10216.945164728373","3130.0242751603873,380.9999999710708,10165.632507190034",35.129485888398314,negative,shapeid:167,113
"-2355.0024775776037,9176.238488104798,45.00285720375796","-2355.0024775776037,9176.238488104798,0.0",24.519019964806922,negative,shapeid:333,301
"-8389.007003489201,-4037.4595511656653,43.34347409891516","-8389.007003489201,-4037.4595511656653,0.0",22.635884418168416,negative,shapeid:333,302
"10227.827182348068,-8578.887154810269,16737.429456909504","10227.827182348068,-8578.887154810269,16693.43250719003",23.369349595596987,negative,shapeid:60,7
"4800.819220783884,-9022.243480948444,16678.96066796772","4800.819220783884,-9022.243480948444,16617.232507190034",48.03134537900291,negative,shapeid:68,34
"-2410.306545740219,11115.723660878226,73.51805544876498","-2410.306545740219,11115.723660878226,0.0",69.69147461085389,negative,shapeid:333,303
"2442.871696480597,9456.835832212688,2732.0599191750603","2442.871696480597,9456.835832212688,2686.8325071900326",24.782756407915866,negative,shapeid:202,10
"8610.98475085582,-4399.621453657537,45.0240913324213","8610.98475085582,-4399.621453657537,0.0",24.544967194557085,negative,shapeid:333,304
"-10671.681344511293,-6095.922941774637,55.46261899474492","-10671.681344511293,-6095.922941774637,0.0",38.255922453356646,negative,shapeid:333,305
"-5345.6235278834765,-3629.8203779072674,10172.467062558213","-5345.6235278834765,-3629.8203779072674,10114.832507190034",41.530417858709285,negative,shapeid:40,121
"2171.8534755197124,-1588.0531409535724,10230.639659460347","2171.8534755197124,-1600.20000002893,10178.332507190034",35.66684002403394,negative,shapeid:88,7
"5840.882530998973,-10164.41530997404,16759.959748628688","5840.882530998973,-10164.41530997404,16693.43250719003",56.34294854939635,negative,shapeid:84,46
"2709.3761230893506,9508.519209977425,2766.9351908628905","2709.3761230893506,9508.519209977425,2686.8325071900326",83.66215768419886,negative,shapeid:202,11
"-8354.884335315259,6907.0266908644735,48.42378686053675","-8354.884335315259,6907.0266908644735,0.0",28.658281071495804,negative,shapeid:333,306
"-6588.867759323756,8579.72708558369,10511.032340584452","-6588.867759323756,8579.72708558369,10470.432507190033",19.705485925697463,negative,shapeid:218,20
"4648.784520193596,7391.902256871977,10171.481121510444","4648.784520193596,7391.902256871977,10114.832507190034",40.033215197378006,negative,shapeid:168,105
"7886.236432730344,-10.244598334473267,10149.655985471973","7886.236432730344,-10.244598334473267,10114.832507190034",14.21479564504108,negative,shapeid:199,13
"3859.1643203524272,10441.73999903371,8212.156061431891","3859.1643203524272,10439.399999971072,8173.232507190034",17.87817789836552,negative,shapeid:210,1
"-4352.616339564088,-9431.136191029376,16669.66346131369","-4352.616339564088,-9431.136191029376,16617.232507190034",33.93283860252275,negative,shapeid:66,47
"4160.239510487261,10181.611489662802,2124.7075498729346","4160.239510487261,10181.611489662802,2077.2325071900327",27.37712031275299,negative,shapeid:203,13
"-10118.030385167276,7641.8619845374305,53.38185304747124","-10118.030385167276,7641.8619845374305,0.0",35.26584268350095,negative,shapeid:333,307
"-180.13769696862255,8645.812549813982,10452.3765644804","-171.48646426022714,8646.119966722445,10419.632507190034",13.348963749818543,negative,shapeid:241,1
"7093.402784135855,-9174.915029275198,16681.311480558063","7093.402784135855,-9174.915029275198,16617.232507190034",52.008506071436564,negative,shapeid:68,35
"-8992.450850615396,-3164.823884638563,44.44853042331504","-8992.450850615396,-3164.823884638563,0.0",23.88193824477322,negative,shapeid:333,308
"-10487.311700609347,3587.1581232034896,71.12291904489781","-10487.311700609347,3587.1581232034896,0.0",64.94823146311795,negative,shapeid:333,309
"-4858.053208504783,-2601.2604933364364,10228.539263585286","-4858.053208504783,-2667.000000028929,10165.632507190034",109.5173964965684,negative,shapeid:166,125
"-1651.2166917799495,10310.311534528784,39.78408390324898","-1651.2166917799495,10310.311534528784,0.0",18.81988030022519,negative,shapeid:333,310
"7943.580368540162,-4108.427230888881,10179.087771758219","7943.580368540162,-4108.427230888881,10114.832507190034",52.34290170831728,negative,shapeid:0,15
"7332.954818055037,-6053.2926296834985,10152.009191034518","7332.954818055037,-6053.2926296834985,10114.832507190034",16.332877871331466,negative,shapeid:0,16
"2452.9851082902715,-1355.5950232131654,9967.665334960067","2452.9851082902715,-1355.5950232131654,9924.332507190034",22.609299743622355,negative,shapeid:94,9
"-5350.270124660664,7187.112747639116,10169.667721899305","-5350.270124660664,7187.112747639116,10114.832507190034",37.355413905556944,negative,shapeid:168,106
"-8.875050978002037,-9458.432250261896,16665.363781463948","-8.875050978002037,-9458.432250261896,16617.232507190034",28.282525923991084,negative,shapeid:67,52
"7929.55811942459,-4024.783989378412,10156.629043013769","7929.55811942459,-4024.783989378412,10114.832507190034",20.961679567150753,negative,shapeid:0,17
"-4456.550328943858,8038.4807380544335,10510.600387843837","-4456.550328943858,8038.4807380544335,10470.432507190033",19.262023041274457,negative,shapeid:218,21
"-1053.2165390504852,-6814.191405734433,10230.768150207196","-1053.2165390504852,-6814.191405734433,10165.632507190034",53.88082906990749,negative,shapeid:40,122
"6401.275356965089,3063.048186578084,10170.076468462768","6401.275356965089,3063.048186578084,10114.832507190034",37.9504261222927,negative,shapeid:167,114
"-5266.7013518992335,447.3376791621413,10214.40990236374","-5266.7013518992335,447.3376791621413,10165.632507190034",29.118445629875527,negative,shapeid:167,115
"236.04920483077512,3549.1163911263156,8642.80688263545","236.04920483077512,3549.1163911263156,8586.457617411506",39.57925000504601,negative,shapeid:167,116
"363.96107902157746,-1320.28463352789,8617.726816968716","363.96107902157746,-1320.28463352789,8586.457617411506",11.227056489703319,negative,shapeid:166,126
"-4480.554130406659,-5345.342941384807,10170.88601936778","-4480.554130406659,-5345.342941384807,10114.832507190034",39.143609957153785,negative,shapeid:40,123
"-8985.906105012247,-5627.413545704584,86.72921430123401","-8985.906105012247,-5627.413545704584,0.0",27.7460745931337,positive,shapeid:333,311
"7241.206311289781,4931.318342522523,10155.794670248059","7241.206311289781,4931.318342522523,10114.832507190034",20.076596319889035,negative,shapeid:201,8
"-8109.459272397304,1658.8358523159477,10058.639222480218","-8151.699006133298,1659.05920820154,10029.651030247658",32.141465474667136,negative,shapeid:143,1
"-5922.339459131807,-7104.941173189899,10089.340064190683","-5922.339459131807,-7104.941173189899,10038.632507190032",31.6249937882104,negative,shapeid:10,4
"4666.451644877472,8595.743320872189,10522.197040216986","4666.451644877472,8595.743320872189,10470.432507190033",33.044843586121125,negative,shapeid:217,19
"4199.013795944071,-6721.225749362334,10214.263237493466","4199.013795944071,-6721.225749362334,10165.632507190034",28.932450968786288,negative,shapeid:40,124
"4105.108021748672,-8000.727517301788,16751.78428378759","4105.108021748672,-8000.727517301788,16693.43250719003",42.62337118044322,negative,shapeid:62,5
"-3785.138107443734,-5693.444289748539,10160.370262429882","-3785.138107443734,-5693.444289748539,10114.832507190034",25.154236940451767,negative,shapeid:40,125
"-4371.544699263219,3674.0849893557697,10161.168505070167","-4371.544699263219,3674.0849893557697,10114.832507190034",26.10438770081111,negative,shapeid:167,117
"6098.289826237022,-8053.681352395234,16691.12790495696","6098.289826237022,-8053.681352395234,16617.232507190034",70.44105154548458,negative,shapeid:68,36
"-8203.142614691684,-7825.365580775395,16660.176530677396","-8203.142614691684,-7825.365580775395,16617.232507190034",22.18664734440055,negative,shapeid:66,48
"8194.489402095627,-3498.5406345424008,10170.14861625113","8194.489402095627,-3498.5406345424008,10114.832507190034",38.05596919310731,negative,shapeid:0,18
"-1733.4377860995573,-9406.478865328923,16664.33244997921","-1733.4377860995573,-9406.478865328923,16617.232507190034",27.008059325948693,negative,shapeid:67,53
"7763.685626898732,-5863.321282487624,10173.92890690748","7763.685626898732,-5863.321282487624,10114.832507190034",43.798531681124956,negative,shapeid:0,19
"-10418.923352173426,5244.155523331985,44.60999035019529","-10418.923352173426,5244.155523331985,0.0",24.066964269259845,negative,shapeid:333,312
"-733.2269173145178,2417.8303231171612,8563.30852781441","-733.2269173145178,2417.8303231171612,8510.257617411506",34.81489846713394,negative,shapeid:119,4
"-7477.482687589111,-10993.161103950735,52.53314986170975","-7477.482687589111,-10993.161103950735,0.0",34.083219145745474,negative,shapeid:333,313
"-9365.209634166185,2574.2288097069686,47.81025226504263","-9365.209634166185,2574.2288097069686,0.0",27.890971292325222,negative,shapeid:333,314
"-7745.295986247298,2309.2224768619253,5861.983927373756","-7745.295986247298,2309.2224768619253,5796.832507190034",53.780920574939685,negative,shapeid:182,8
"3606.7552601201423,-8192.128369041093,16733.756878318065","3606.7552601201423,-8192.128369041093,16693.43250719003",19.412139196974266,negative,shapeid:62,6
"-1634.9639688820007,-10262.607546695113,16759.88412196747","-1634.9639688820007,-10262.607546695113,16693.43250719003",56.20672771427807,negative,shapeid:84,47
"-7382.415712258235,3226.937928913314,5847.907180395323","-7382.415712258235,3226.937928913314,5796.832507190034",32.11826624036717,negative,shapeid:182,9
"5435.593371860063,31.18868765965999,10188.628095253951","5435.593371860063,31.18868765965999,10114.832507190034",70.27304900918965,negative,shapeid:166,127
"5177.503727823283,8057.217173585323,10510.68653723907","5177.503727823283,8057.217173585323,10470.432507190033",19.350041016131886,negative,shapeid:217,20
"-7404.274448580069,3741.73017041988,5831.241736213397","-7404.274448580069,3741.73017041988,5796.832507190034",13.844956587503837,negative,shapeid:182,10
"-9579.138586490517,9410.05157250287,101.91365786780193","-9579.138586490517,9410.05157250287,0.0",35.56446241236463,positive,shapeid:333,315
"-10360.710122493638,2952.439466534066,54.33743408107958","-10360.710122493638,2952.439466534066,0.0",36.62301023399262,negative,shapeid:333,316
"-10616.939883429515,2347.9193866118494,46.875971098608325","-10616.939883429515,2347.9193866118494,0.0",26.743699887269052,negative,shapeid:333,317
"-2593.7653957527655,-6328.958672780815,10207.720700924445","-2593.7653957527655,-6328.958672780815,10165.632507190034",21.274225451413567,negative,shapeid:40,126
"-10169.407754333883,10150.376553221122,37.990652962605054","-10169.407754333883,10150.376553221122,0.0",17.0979789229948,negative,shapeid:333,318
"7895.204748733784,-9431.087389782679,16680.940910946203","7895.204748733784,-9431.087389782679,16617.232507190034",51.37042949712406,negative,shapeid:68,37
"3318.017713797066,9510.748981571243,2134.868550018697","3318.017713797066,9510.748981571243,2077.2325071900327",41.46975118613214,negative,shapeid:203,14
"4665.356934872872,-6191.494573265125,10172.751257146145","4665.356934872872,-6191.494573265125,10114.832507190034",41.959840961039355,negative,shapeid:40,127
"7545.025694912845,2926.0568572818447,10190.022914938781","7545.025694912845,2926.0568572818447,10114.832507190034",73.12949591132733,negative,shapeid:200,14
"3213.104150895477,10630.096788906369,2130.283223898622","3213.104150895477,10630.096788906369,2077.2325071900327",34.49533955103165,negative,shapeid:203,15
"-10429.788806061768,9531.215403528866,74.09098657973296","-10429.788806061768,9531.215403528866,0.0",70.85237495044473,negative,shapeid:333,319
"5444.157922275237,-3386.99749416913,10160.75352839961","5444.157922275237,-3386.99749416913,10114.832507190034",25.60940963269625,negative,shapeid:40,128
"-6377.262785978682,-7944.362542101093,16666.423493649807","-6377.262785978682,-7944.362542101093,16617.232507190034",29.624550315072195,negative,shapeid:66,49
"8170.55449850289,967.8202702758645,10214.873136339032","8170.55449850289,967.8202702758645,10165.632507190034",29.710051154571754,negative,shapeid:167,118
"8179.175930518784,-9503.0022975621,16685.732424980146","8179.175930518784,-9503.0022975621,16617.232507190034",59.943806477900864,negative,shapeid:68,38
"-1031.2209638598888,-3592.22787282858,8630.977424841503","-1031.2209638598888,-3592.22787282858,8586.457617411506",23.963911300313512,negative,shapeid:40,129
"7598.819139221043,7363.363454687773,10159.869372560695","7598.819139221043,7363.363454687773,10114.832507190034",24.571533497784685,negative,shapeid:201,9
"2947.8860207806574,10038.985023402554,5485.694654168004","2947.8860207806574,10038.985023402554,5430.032507190033",38.54119495255415,negative,shapeid:202,12
"-2829.324174318168,5623.940954312195,10286.794596500778","-2829.324174318168,5623.940954312195,10114.832507190034",79.54987964224806,positive,shapeid:168,107
"-9226.87699002291,1765.2183089077153,39.96797110338218","-9226.87699002291,1765.2183089077153,0.0",19.047973526602245,negative,shapeid:333,320
"3701.266670146946,-9261.359735349044,16742.75014068975","3701.266670146946,-9261.359735349044,16693.43250719003",29.796941576355124,negative,shapeid:62,7
"-2523.950287154372,1024.2790538435238,10191.376858592648","-2523.950287154372,990.5999999710712,10165.632507190034",21.455802473151998,negative,shapeid:167,119
"-6120.705700195406,-2708.497722712609,10216.180749374427","-6120.705700195406,-2708.497722712609,10165.632507190034",31.414102470159218,negative,shapeid:166,128
"-1081.341156942397,-10147.164718071019,16722.541852813105","-1081.341156942397,-10147.164718071019,16693.43250719003",9.700470913602722,negative,shapeid:84,48
"2863.620052334105,-5784.248762642328,10221.917647763225","2863.620052334105,-5784.248762642328,10178.332507190034",22.916750418030002,negative,shapeid:43,8
"1264.4682371761537,6438.675010090974,10172.959710739698","1264.4682371761537,6438.675010090974,10114.832507190034",42.28945358892069,negative,shapeid:168,108
"5097.69390060894,-9667.980132547067,16667.33709715134","5097.69390060894,-9667.980132547067,16617.232507190034",30.808042065117956,negative,shapeid:68,39
"-6674.114765126109,8188.9764312347725,10514.773443284927","-6674.114765126109,8188.9764312347725,10470.432507190033",23.771002994330907,negative,shapeid:218,22
"1651.9277918271382,-620.7721992553779,10170.068919830384","1651.9277918271382,-620.7721992553779,10114.832507190034",37.93939240679457,negative,shapeid:166,129
"-7933.908020309564,-4720.766334618088,5835.52672608077","-7933.908020309564,-4720.766334618088,5796.832507190034",17.734901840934267,negative,shapeid:5,7
"-262.628412840706,-883.7244844075431,8544.145255529882","-262.628412840706,-883.7244844075431,8510.257617411506",13.389460418680462,negative,shapeid:118,12
"-3714.329202559805,-3487.634680677379,10152.109079103651","-3714.329202559805,-3487.634680677379,10114.832507190034",16.430626844237484,negative,shapeid:40,130
"-4714.934806175907,-4928.254191455457,10155.812462143687","-4714.934806175907,-4928.254191455457,10114.832507190034",20.09979346116108,negative,shapeid:40,131
"-4518.715883192644,-10260.207144851656,16745.82931350612","-4518.715883192644,-10260.207144851656,16693.43250719003",33.89630367600249,negative,shapeid:84,49
"2207.3391959028286,2412.061649337973,9982.70407290352","2207.3391959028286,2412.061649337973,9924.332507190034",42.66635744165542,negative,shapeid:95,4
