=== Project Metadata ===
simulation_id,name,timestamp
21,Untitled Project,2025-05-31 21:49:33

=== Shape Metadata ===
shape_id,name,coords,count,collectarea,percentofstrikes,kdtreepath
"-7141.445232369453,-6619.436517020515,10216.186197902824","-7141.445232369453,-6619.436517020515,10165.632507190034",31.421308297058857,negative,shapeid:40,520
"-9250.60021190766,-9614.679915864872,16658.806241764203","-9250.60021190766,-9614.679915864872,16617.232507190034",20.706636812888032,negative,shapeid:66,187
"-8749.48386261991,-9486.788107227227,16652.728635043717","-8749.48386261991,-9486.788107227227,16617.232507190034",14.79043454964827,negative,shapeid:66,188
"7859.931205378147,2230.7021489359267,10149.548215324501","7859.931205378147,2230.7021489359267,10114.832507190034",14.121342347074341,negative,shapeid:200,60
"3944.0168793044686,-311.5611808957183,10220.435159462622","3944.0168793044686,-311.5611808957183,10178.332507190034",21.289794229367654,negative,shapeid:91,15
"-9842.72737652439,-7631.893175516963,16747.50794200157","-9842.72737652439,-7631.893175516963,16693.43250719003",36.24932071015786,negative,shapeid:57,23
"-2090.487629313997,-2081.95305923892,10151.239433667079","-2090.487629313997,-2081.95305923892,10114.832507190034",15.623331523692945,negative,shapeid:166,515
"-3920.1195795590593,7501.038759703595,10147.655665962775","-3920.1195795590593,7501.038759703595,10114.832507190034",12.533327009887937,negative,shapeid:168,476
"-5146.083625964616,3129.9517253020585,10168.549042448494","-5146.083625964616,3129.9517253020585,10114.832507190034",35.752410202380204,negative,shapeid:167,477
"3553.0509463832605,-4530.762240548217,9980.59405122206","3553.0509463832605,-4530.762240548217,9937.032507190035",22.865374608382062,negative,shapeid:41,34
"-10488.388221931535,-1222.091355800665,67.34483320223687","-10488.388221931535,-1222.091355800665,0.0",57.82534769234987,negative,shapeid:333,1348
"5234.92922557814,5251.309492748842,10167.471597805234","5234.92922557814,5251.309492748842,10114.832507190034",34.24040318215499,negative,shapeid:168,477
"2505.6525430140227,4505.609841873058,10242.256745859348","2505.6525430140227,4505.609841873058,10165.632507190034",76.12888907998492,negative,shapeid:168,478
"903.4353948778571,-6725.555201214428,10208.742464849753","903.4353948778571,-6725.555201214428,10165.632507190034",22.388331267460075,negative,shapeid:40,521
"-3204.072057740401,-10162.128993307673,16747.37545150102","-3204.072057740401,-10162.128993307673,16693.43250719003",36.060558379050946,negative,shapeid:84,228
"2841.888962705145,-7364.773839634894,16674.619832909502","2841.888962705145,-7364.773839634894,16617.232507190034",41.12638871230125,negative,shapeid:67,193
"8684.660300197276,4728.013227957939,60.67180218009845","8684.660300197276,4728.013227957939,0.0",46.30979309395788,negative,shapeid:333,1349
"7234.008356941238,3763.316486111511,10172.784372117227","7234.008356941238,3763.316486111511,10114.832507190034",42.01846969705737,negative,shapeid:200,61
"-492.4491153625877,-5251.635323916859,8563.78270202837","-492.4491153625877,-5251.635323916859,8510.257617411506",35.40890787714091,negative,shapeid:24,14
"-2564.9913809630834,9942.473128403992,37.063103246767135","-2564.9913809630834,9942.473128403992,0.0",16.21656395337004,negative,shapeid:333,1350
"-4895.338457873388,-3231.8730778391537,10207.808039331128","-4895.338457873388,-3231.8730778391537,10165.632507190034",21.368279579038415,negative,shapeid:166,516
"603.2996836447128,-10225.550684965507,16728.576430872552","603.2996836447128,-10225.550684965507,16693.43250719003",14.486413866644709,negative,shapeid:84,229
"-5824.408108438489,-9747.496636636879,16678.46105043599","-5824.408108438489,-9747.496636636879,16617.232507190034",47.20765992905808,negative,shapeid:66,189
"-5390.72688673853,-2565.1949974481104,10157.648488442146","-5390.72688673853,-2565.1949974481104,10114.832507190034",21.94426487769543,negative,shapeid:166,517
"7619.550907217246,810.0072607609018,10220.529290341896","7619.550907217246,810.0072607609018,10165.632507190034",37.444794039901765,negative,shapeid:167,478
"-1734.9124418706433,9710.764420131422,64.2361823643131","-1734.9124418706433,9710.764420131422,0.0",17.46922703959695,positive,shapeid:333,1351
"10674.111065212903,-1556.2201517833328,70.65730135923557","10674.111065212903,-1556.2201517833328,0.0",20.241190941271793,positive,shapeid:333,1352
"1490.099808889021,-5117.217917618885,10159.62756942931","1490.099808889021,-5117.217917618885,10114.832507190034",24.29165046354278,negative,shapeid:40,522
"5227.612122942577,3348.004801810719,10147.808544844609","5227.612122942577,3348.004801810719,10114.832507190034",12.657882906190652,negative,shapeid:167,479
"7169.66637963428,3213.2982412708825,10163.612656839809","7169.66637963428,3213.2982412708825,10114.832507190034",29.121880256349957,negative,shapeid:200,62
"9585.722183428734,-9012.506564457726,16652.37574339739","9585.722183428734,-9012.506564457726,16617.232507190034",14.479125628550994,negative,shapeid:68,155
"-1013.2617891894806,-10012.42544493824,16730.140846862007","-1013.2617891894806,-10012.42544493824,16693.43250719003",15.893608414094288,negative,shapeid:84,230
"-1861.1667157890188,4915.6269203043175,10156.890309619486","-1861.1667157890188,4915.6269203043175,10114.832507190034",21.236654432800805,negative,shapeid:168,479
"2876.4659803573704,10356.264352340528,5470.84885891927","2904.032748075906,10356.264352340528,5430.032507190033",29.467788825454797,negative,shapeid:202,42
"3059.875824680392,525.2755544036827,10214.048583962258","3059.875824680392,525.2755544036827,10165.632507190034",28.661374249344913,negative,shapeid:167,480
"-8108.531358894143,6985.761584538981,5843.3071820838395","-8108.531358894143,6985.761584538981,5796.832507190034",26.141253785372978,negative,shapeid:183,27
"-4025.2915350312214,10544.470081977179,51.398069632739215","-4025.2915350312214,10544.470081977179,0.0",32.49255814776246,negative,shapeid:333,1353
"-4216.812999013338,3916.9011207511867,10175.747286525802","-4216.812999013338,3916.9011207511867,10114.832507190034",46.72189808607588,negative,shapeid:167,481
"-6408.270953679509,-10020.244523985071,16734.418897898944","-6408.270953679509,-10020.244523985071,16693.43250719003",20.09677220874609,negative,shapeid:84,231
"-3340.09102384359,7559.886560539639,10179.9301820315","-3340.09102384359,7559.886560539639,10114.832507190034",53.813930049984194,negative,shapeid:168,480
"2454.858924331449,-8177.745622736433,16673.763061853046","2454.858924331449,-8177.745622736433,16617.232507190034",39.83046212312725,negative,shapeid:67,194
"-3926.897968763911,-1313.2735722036705,10152.068748280839","-3926.897968763911,-1313.2735722036705,10114.832507190034",16.39281996181173,negative,shapeid:166,518
"-8579.369005472588,3015.0513535844384,54.40261323845812","-8579.369005472588,3015.0513535844384,0.0",36.71657110507097,negative,shapeid:333,1354
"3678.933537741561,6139.5006856561595,10039.453629604066","3678.933537741561,6139.5006856561595,9924.332507190034",42.877706886826864,positive,shapeid:96,29
"5416.875260896497,-2113.135484819968,10160.664875473338","5416.875260896497,-2113.135484819968,10114.832507190034",25.501026954988582,negative,shapeid:166,519
"3881.136966439806,-10380.965989348815,16760.136551751028","3881.136966439806,-10380.965989348815,16693.43250719003",56.662093186686725,negative,shapeid:84,232
"-6199.135058283371,10750.724930975724,75.55328568759033","-6199.135058283371,10750.724930975724,0.0",73.7776233558428,negative,shapeid:333,1355
"-3693.6016698516423,8487.06013459487,10504.237693956562","-3693.6016698516423,8487.06013459487,10470.432507190033",13.345103885594918,negative,shapeid:218,63
"5644.457288928401,-11071.474169716783,42.42849626714919","5644.457288928401,-11071.474169716783,0.0",21.630903299847883,negative,shapeid:333,1356
"6048.731812874532,-9698.1189521346,16692.88628490279","6048.731812874532,-9698.1189521346,16617.232507190034",74.05646707505106,negative,shapeid:68,156
"-9798.042598659466,5961.305334251243,33.97009213894563","-9798.042598659466,5961.305334251243,0.0",13.475176534256825,negative,shapeid:333,1357
"-2921.5046086802395,-9836.229257068804,16672.0852655829","-2921.5046086802395,-9836.229257068804,16617.232507190034",37.35627378902763,negative,shapeid:67,195
"9167.624158943625,10484.435672304877,60.36027736328497","9167.624158943625,10484.435672304877,0.0",45.80519895533389,negative,shapeid:333,1358
"4484.489483120462,9717.744613510818,8228.627851421272","4484.489483120462,9717.744613510818,8173.232507190034",38.10959456156085,negative,shapeid:215,6
"-7198.718387713181,1392.27852650567,10155.619821708091","-7198.718387713181,1392.27852650567,10114.832507190034",19.89526914904045,negative,shapeid:188,8
"3429.3156094402675,-8287.507228749746,16677.8478391947","3429.3156094402675,-8287.507228749746,16617.232507190034",46.207015859950964,negative,shapeid:67,196
"-5876.228668033408,6014.962495208871,10156.302349031996","-5876.228668033408,6014.962495208871,10114.832507190034",20.614558288528478,negative,shapeid:168,481
"9305.520572362686,324.7376468350285,47.395343078584936","9305.520572362686,324.7376468350285,0.0",27.3783215819741,negative,shapeid:333,1359
"-2520.2958463222476,2324.2626702568377,10204.55373601669","-2520.2958463222476,2324.2626702568377,10114.832507190034",106.50431746431991,negative,shapeid:167,482
"-4408.749419854439,1956.93838922935,10177.808455202268","-4408.749419854439,1956.93838922935,10114.832507190034",50.15021997550721,negative,shapeid:167,483
"5664.888578897293,9277.597465656017,2115.40218982026","5664.888578897293,9277.597465656017,2077.2325071900327",17.192291479536564,negative,shapeid:203,75
"9140.665638904211,10967.016670788395,50.792059595378724","9140.665638904211,10967.016670788395,0.0",31.723900082770427,negative,shapeid:333,1360
"-684.2631182589939,10884.201855897598,6496.937286695274","-684.2631182589939,10884.201855897598,6344.432507190031",66.0766995899476,positive,shapeid:238,107
"1266.6300743719075,11088.37084314167,51.24097722153269","1266.6300743719075,11088.37084314167,0.0",32.323641527467814,negative,shapeid:333,1361
"-689.4296274935987,951.3313914855662,10205.117811004426","-689.4296274935987,951.3313914855662,10165.632507190034",18.571848458719305,negative,shapeid:167,484
"3513.768161828375,-3517.8263356221405,10160.7931288849","3513.768161828375,-3517.8263356221405,10114.832507190034",25.656427786544274,negative,shapeid:40,523
"4893.244692115653,7024.301152519183,10159.087169755896","4893.244692115653,7024.301152519183,10114.832507190034",23.672285851839824,negative,shapeid:168,482
"-9295.571812536258,184.60624168508912,52.05861670408803","-9295.571812536258,184.60624168508912,0.0",33.431293870300195,negative,shapeid:333,1362
"4622.437439137142,5002.498330710581,10183.218430834419","4622.437439137142,5002.498330710581,10114.832507190034",19.251216110692802,positive,shapeid:168,483
"8221.675264641312,-5597.96172733908,10141.508167267699","8221.675264641312,-5597.96172733908,10114.832507190034",8.06036603778279,negative,shapeid:0,68
"-6787.110045397656,1598.0059895904633,10168.907835581605","-6787.110045397656,1598.0059895904633,10114.832507190034",36.25916271313314,negative,shapeid:167,485
"10028.205013393737,-10120.348698671414,16749.78172402047","10028.205013393737,-10120.348698671414,16693.43250719003",39.57038189955895,negative,shapeid:84,233
"1469.632300841109,1089.1427133512589,10163.915820121289","1469.632300841109,1089.1427133512589,10114.832507190034",29.320232234724475,negative,shapeid:167,486
"3905.7709068371696,-1717.7493989881696,10236.338209135085","3905.7709068371696,-1717.7493989881696,10178.332507190034",42.10167406541369,negative,shapeid:88,28
"-7493.678164687303,-4982.970885230585,5867.5495724574175","-7493.678164687303,-4982.970885230585,5796.832507190034",64.12234973472133,negative,shapeid:5,21
"3873.0297032778617,621.0482086460943,10215.51422534544","3873.0297032778617,621.0482086460943,10165.632507190034",30.53921025548864,negative,shapeid:167,487
"-6889.269390365129,-9930.097936603941,16659.98997003817","-6889.269390365129,-9930.097936603941,16617.232507190034",21.981962690388258,negative,shapeid:66,190
"-2548.568095513652,1461.9733290508502,10159.502529722886","-2548.568095513652,1461.9733290508502,10114.832507190034",24.143677205839563,negative,shapeid:167,488
"-7577.0955469077935,2418.329794248508,5863.752787725036","-7577.0955469077935,2418.329794248508,5796.832507190034",57.05757150254602,negative,shapeid:182,23
"4471.021092380544,-10390.953034170769,16728.462050366707","4471.021092380544,-10390.953034170769,16693.43250719003",14.38623745207934,negative,shapeid:84,234
"-9105.295012338469,-5454.74197760623,42.51441437269032","-9105.295012338469,-5454.74197760623,0.0",21.724244250362606,negative,shapeid:333,1363
"6013.253033301651,-3090.268698163548,10212.347605148514","6013.253033301651,-3090.268698163548,10165.632507190034",26.5610260836874,negative,shapeid:166,520
"-8970.65898382419,8366.642970531691,52.76179625047846","-8970.65898382419,8366.642970531691,0.0",34.39972227784603,negative,shapeid:333,1364
"7418.630908717259,9422.289731427216,2134.811957219768","7418.630908717259,9422.289731427216,2077.2325071900327",41.42518793577288,negative,shapeid:203,76
"-2511.409304490442,2138.6112139085617,10183.656162115341","-2511.409304490442,2138.6112139085617,10114.832507190034",60.5801327308399,negative,shapeid:167,489
"-793.245471867056,-7342.294282305823,16664.381481720124","-793.245471867056,-7342.294282305823,16617.232507190034",27.06794541096579,negative,shapeid:67,197
"6028.976033190607,9102.504053300207,8207.711779047588","6028.976033190607,9102.504053300207,8173.232507190034",13.90990244030082,negative,shapeid:213,7
"2977.7738326994076,-8291.12917953781,16660.24289346907","2977.7738326994076,-8291.12917953781,16617.232507190034",22.259699637229442,negative,shapeid:67,198
"-3656.114503135048,1782.3887404006982,10186.571864474767","-3656.114503135048,1782.3887404006982,10114.832507190034",66.17103655152565,negative,shapeid:167,490
"-10363.525862577178,497.02128933157474,190.4772782415427","-10363.525862577178,497.02128933157474,0.0",93.09586254998968,positive,shapeid:333,1365
"-5453.899948636197,7544.155735708453,10168.13109921137","-5453.899948636197,7544.155735708453,10114.832507190034",35.16307516050722,negative,shapeid:168,484
"-7066.3240499801595,7984.610499233193,10523.316214189286","-7066.3240499801595,7984.610499233193,10470.432507190033",34.583679448198104,negative,shapeid:238,108
"2318.1100703298634,5329.601182608094,10219.704304659412","2318.1100703298634,5329.601182608094,10178.332507190034",20.511049622743695,negative,shapeid:90,21
"4378.070290376241,3223.9523963136126,10224.320118473255","4377.232748075901,3223.9523963136126,10178.332507190034",25.688574539044428,negative,shapeid:92,23
"7784.309679448896,-5289.419827034869,10168.8464578155","7784.309679448896,-5289.419827034869,10114.832507190034",36.17495379393573,negative,shapeid:0,69
"703.3944867356495,-7451.63402784084,16684.03298752496","703.3944867356495,-7451.63402784084,16617.232507190034",56.822773750220065,negative,shapeid:67,199
"7915.755416041142,4998.64194104231,10156.059823284928","7915.755416041142,4998.64194104231,10114.832507190034",20.354517954344683,negative,shapeid:201,54
"-7326.510631366734,-5976.191930457471,10164.91191751521","-7326.510631366734,-5976.191930457471,10114.832507190034",30.791857300809774,negative,shapeid:3,8
"-8223.658865949008,8686.042472702728,10526.780589179685","-8223.658865949008,8686.042472702728,10470.432507190033",39.583163220171514,negative,shapeid:218,64
"853.6562725177064,2034.6240913053189,10185.610275008741","853.6562725177064,2034.6240913053189,10114.832507190034",64.29885021550623,negative,shapeid:167,491
"-8961.043059300004,-6342.455143941878,209.56492138866446","-8961.043059300004,-6342.455143941878,0.0",107.831113915633,positive,shapeid:333,1366
"1047.8220581027963,-6645.304895531225,10223.230335824075","1047.8220581027963,-6645.304895531225,10165.632507190034",41.474201643768964,negative,shapeid:40,524
"-9068.257655547572,-1936.9809705355237,44.70360650242756","-9068.257655547572,-1936.9809705355237,0.0",24.17459097026899,negative,shapeid:333,1367
"-4492.287010303361,10339.585604350465,35.74911181027661","-4492.287010303361,10339.585604350465,0.0",15.018809303830514,negative,shapeid:333,1368
"1649.6911165092115,-7530.390350012506,16679.7391857878","1649.6911165092115,-7530.390350012506,16617.232507190034",49.32989633303653,negative,shapeid:67,200
"4921.265172707128,2181.880110975744,10168.11788635127","4921.265172707128,2181.880110975744,10114.832507190034",35.14452856100417,negative,shapeid:167,492
"8252.55742102343,5896.411880996231,10159.253415425763","8238.0327480759,5896.411880996231,10114.832507190034",26.456662588200555,negative,shapeid:201,55
"5994.672196594671,-4368.656438784692,10183.413244016918","5994.672196594671,-4368.656438784692,10114.832507190034",60.12605318859006,negative,shapeid:40,525
"-5216.036838473122,-3413.2552763439344,10160.01156262569","-5216.036838473122,-3413.2552763439344,10114.832507190034",24.736909740693626,negative,shapeid:40,526
"-3642.9100980404064,6805.492178904311,10155.035762864192","-3642.9100980404064,6805.492178904311,10114.832507190034",19.29777637751841,negative,shapeid:168,485
"-4114.925204986081,4698.808344434905,10212.844988905763","-4114.925204986081,4648.1999999710715,10165.632507190034",61.16229362459995,negative,shapeid:168,486
"-1528.8877262178066,-6069.289746129117,10176.731562137033","-1528.8877262178066,-6069.289746129117,10114.832507190034",48.33542245392814,negative,shapeid:40,527
"752.8595878618962,-8179.440679415101,16679.37552009345","752.8595878618962,-8179.440679415101,16617.232507190034",48.72102475058693,negative,shapeid:67,201
"-7028.927743390435,617.7719590956222,10206.373378997703","-7028.927743390435,617.7719590956222,10165.632507190034",19.851125499641437,negative,shapeid:167,493
"-6329.72880175336,-2944.7828778755647,10225.636033789686","-6329.72880175336,-2944.7828778755647,10165.632507190034",45.24725760239557,negative,shapeid:166,521
"-141.90063305574404,2362.7044675701763,8544.074191327158","-141.90063305574404,2362.7044675701763,8510.257617411506",13.346122900891798,negative,shapeid:119,14
"-7400.928607262944,-8700.851225941464,16659.188636534385","-7400.928607262944,-8700.851225941464,16617.232507190034",21.114205475695925,negative,shapeid:66,191
"1233.0869427723846,-823.9646077113794,10173.688454143035","1233.0869427723846,-823.9646077113794,10114.832507190034",43.425617204419744,negative,shapeid:166,522
"5155.373943988701,1238.1548436125777,10175.742323733837","5155.373943988701,1238.1548436125777,10114.832507190034",46.706324791400064,negative,shapeid:167,494
"-1217.804918627413,-9277.0403752783,16691.216502369225","-1217.804918627413,-9277.0403752783,16617.232507190034",70.62092391915708,negative,shapeid:67,202
"-7810.588609588948,-2975.112191945025,10222.034408921556","-7810.588609588948,-2975.112191945025,10165.632507190034",39.66320012648988,negative,shapeid:166,523
"-2084.1996460206446,-7945.822953014742,16666.492796271432","-2084.1996460206446,-7945.822953014742,16617.232507190034",29.713464750240423,negative,shapeid:67,203
"-9781.664266516847,5498.7037798645615,60.711384198780365","-9781.664266516847,5498.7037798645615,0.0",46.37411611852248,negative,shapeid:333,1369
"-9294.274431236967,-9364.268521402553,16681.671635053317","-9294.274431236967,-9364.268521402553,16617.232507190034",17.563050316075156,positive,shapeid:66,192
"3372.5060822449523,-5118.002595757928,9979.313384567864","3372.5060822449523,-5118.002595757928,9924.332507190034",37.53603878191925,negative,shapeid:41,35
"-903.9031651818605,-4312.407343527163,8633.733785233013","-905.9672519240985,-4312.407343527163,8586.457617411506",27.288628814831767,negative,shapeid:40,528
"-9640.166804959468,-487.80868097694656,48.351082679431656","-9640.166804959468,-487.80868097694656,0.0",28.56677789022539,negative,shapeid:333,1370
"213.23303795796164,-8822.499682285848,16670.058590691573","213.23303795796164,-8822.499682285848,16617.232507190034",34.479493251659676,negative,shapeid:67,204
"7637.260151138566,-10260.7615726368,16737.356702761415","7637.260151138566,-10260.7615726368,16693.43250719003",23.287175035763813,negative,shapeid:84,235
"6075.068544140835,-940.2377845178798,10163.63806121849","6075.068544140835,-940.2377845178798,10114.832507190034",29.154163304623285,negative,shapeid:166,524
"1378.4931770509247,90.80809535326989,10171.950580190354","1378.4931770509247,90.80809535326989,10114.832507190034",40.74247910904652,negative,shapeid:166,525
"-2469.133918824082,8050.407988309817,10435.762325684631","-2469.133918824082,8050.407988309817,10394.232507190034",20.605557306952583,negative,shapeid:219,42
"-3645.4696945228607,10538.039404752217,67.17140247145967","-3645.4696945228607,10538.039404752217,0.0",57.52126002888217,negative,shapeid:333,1371
"9598.711471718227,-7470.213828197428,16793.575323680703","9635.032748075897,-7470.213828197428,16693.43250719003",153.41526517966366,negative,shapeid:60,25
"7940.537051631676,-9156.644810652455,16697.02572908308","7940.537051631676,-9156.644810652455,16617.232507190034",82.94729400117194,negative,shapeid:68,157
"8506.188768754731,-7326.413207395624,16691.17586123209","8506.188768754731,-7326.413207395624,16617.232507190034",70.53838322444136,negative,shapeid:68,158
"-356.52920451514365,-698.8277905682735,8572.862021985202","-356.52920451514365,-698.8277905682735,8510.257617411506",49.49694094489915,negative,shapeid:118,27
"-7152.866982299309,3033.3375460462903,7206.024927255823","-7152.866982299309,3033.3375460462903,7168.432507190034",16.710086149144928,negative,shapeid:185,12
"4930.264882457781,-8843.360643306705,16664.727481487942","4930.264882457781,-8843.360643306705,16617.232507190034",27.492539510370406,negative,shapeid:68,159
"4716.938526337972,-8467.844385350047,16668.220618031904","4716.938526337972,-8467.844385350047,16617.232507190034",31.975961055758347,negative,shapeid:68,160
"1442.3150049689702,-270.84980850443026,10173.225518518813","1442.3150049689702,-270.84980850443026,10114.832507190034",42.702017734500565,negative,shapeid:166,526
"-5931.156051529988,539.9845836352815,10202.924006385412","-5931.156051529988,539.9845836352815,10165.632507190034",16.444679338865708,negative,shapeid:167,495
"-10082.676408540245,-1407.4773608112719,49.23911590131998","-10082.676408540245,-1407.4773608112719,0.0",29.695058309338698,negative,shapeid:333,1372
"-8655.132583673845,4161.980248227164,62.35541507165775","-8655.132583673845,4161.980248227164,0.0",49.08760649774305,negative,shapeid:333,1373
"4945.566399751582,8926.158642869734,10510.493862852323","4945.566399751582,8915.399999971072,10470.432507190033",20.56702651623083,negative,shapeid:217,55
"5708.301745980309,-8651.663607448994,16681.260329790177","5708.301745980309,-8651.663607448994,16617.232507190034",51.92018219000168,negative,shapeid:68,161
"-8765.327638363127,7209.540530000777,40.46529162891914","-8765.327638363127,7209.540530000777,0.0",19.55601305561504,negative,shapeid:333,1374
"-5643.425325588426,6647.568233544411,10167.79451153677","-5643.425325588426,6647.568233544411,10114.832507190034",34.69223069752952,negative,shapeid:168,487
"-2179.6465026321366,8055.621726178375,10482.032572671735","-2179.6465026321366,8000.999999971074,10470.432507190033",38.47407408492312,negative,shapeid:238,109
"-6675.456978930642,-2865.2107165952657,10233.381075216279","-6675.456978930642,-2865.2107165952657,10165.632507190034",58.5843163536668,negative,shapeid:166,527
"5308.0643166375285,6306.933382838848,10161.046853217751","5308.0643166375285,6306.933382838848,10114.832507190034",25.958762798367676,negative,shapeid:168,488
"-1202.0089448637045,1686.0972768902338,10110.179818763292","-1202.0089448637045,1704.0009135449786,10062.69970822457",31.525931495994566,negative,shapeid:167,496
"6981.711147309725,8411.102622489867,10517.426671360636","6981.711147309725,8411.102622489867,10470.432507190033",26.900179158168704,negative,shapeid:217,56
"-4192.401006058307,8277.638281421088,10516.997529490502","-4192.401006058307,8277.638281421088,10470.432507190033",26.380144873631764,negative,shapeid:218,65
"-9771.956468199502,-3859.154036596329,46.3453359151251","-9771.956468199502,-3859.154036596329,0.0",26.103456455659835,negative,shapeid:333,1375
"-3834.9301711254584,-5517.526914812356,10202.304340264696","-3834.9301711254584,-5517.526914812356,10114.832507190034",100.90221957292351,negative,shapeid:40,529
"-422.4178150061125,11194.002855818551,56.82369831676207","-422.4178150061125,11194.002855818551,0.0",40.281700350770436,negative,shapeid:333,1376
"-256.0601317509827,-4605.558340524408,8561.69407615824","-256.0601317509827,-4605.558340524408,8510.257617411506",32.554489792014905,negative,shapeid:24,15
"3103.3162260681165,-3083.247741500518,10208.702239754932","3103.3162260681165,-3083.247741500518,10165.632507190034",22.343900668896797,negative,shapeid:166,528
"-8330.28430634004,-6239.399644926887,41.26311248213599","-8330.28430634004,-6239.399644926887,0.0",20.380875812580104,negative,shapeid:333,1377
"-2391.2101514557526,-8837.780641301966,16674.573826191696","-2391.2101514557526,-8837.780641301966,16617.232507190034",41.05624142645538,negative,shapeid:67,205
"1137.28928080709,5963.828640807045,10606.130456934354","1137.28928080709,5963.828640807045,10114.832507190034",400.0,positive,shapeid:168,489
"3892.025002339029,6209.6229380306795,9982.121777114204","3892.025002339029,6209.6229380306795,9924.332507190034",41.731705572013695,negative,shapeid:96,30
"3107.4453419660513,2251.737041071403,9999.27649482147","3107.4453419660513,2251.737041071403,9924.332507190034",72.57796789062998,negative,shapeid:95,33
"-2992.7793372743254,1230.6453426697153,10156.665370051507","-2992.7793372743254,1230.6453426697153,10114.832507190034",20.99554818660897,negative,shapeid:167,497
"9806.608225104384,9217.337636808883,54.4181979731221","9806.608225104384,9217.337636808883,0.0",36.738960823956106,negative,shapeid:333,1378
"-6383.945749844281,-5509.095631526758,10185.783514754343","-6383.945749844281,-5509.095631526758,10114.832507190034",64.63385645981454,negative,shapeid:40,530
"-10681.964635242446,-5525.86147960714,52.567997605242034","-10681.964635242446,-5525.86147960714,0.0",34.13135689547113,negative,shapeid:333,1379
"6238.053551750912,-3946.6285576624723,10167.44566497325","6238.053551750912,-3946.6285576624723,10114.832507190034",34.20778619068749,negative,shapeid:40,531
"-7584.010829368773,-8978.528138546066,16659.9676107336","-7584.010829368773,-8978.528138546066,16617.232507190034",21.95749868722492,negative,shapeid:66,193
"9780.080013788043,-1737.2099279003141,61.245999719357016","9780.080013788043,-1737.2099279003141,0.0",47.24753410901186,negative,shapeid:333,1380
"-2710.647603943764,8633.291911486514,10530.856472620477","-2762.367251924106,8633.291911486514,10470.432507190033",82.19006245707732,negative,shapeid:218,66
"9119.838477410136,1082.6387976271599,54.55517451675538","9119.838477410136,1082.6387976271599,0.0",36.9360586186214,negative,shapeid:333,1381
"-452.58072316796824,8852.201476827951,10449.948626290314","-452.58072316796824,8852.201476827951,10419.632507190034",10.583792413495878,negative,shapeid:239,16
"-2376.3092228648384,5175.856239947956,10162.430768130307","-2376.3092228648384,5175.856239947956,10114.832507190034",27.63721875621535,negative,shapeid:168,490
"1945.304754350338,-5913.878589351413,10240.31573880327","1945.304754350338,-5913.878589351413,10178.332507190034",48.48309022410678,negative,shapeid:42,23
"5141.298198763001,8781.527472126258,10520.260851284564","5141.298198763001,8781.527472126258,10470.432507190033",30.470113254348114,negative,shapeid:217,57
"9709.031781496247,9346.053786372595,57.54824045677575","9709.031781496247,9346.053786372595,0.0",41.38269850869337,negative,shapeid:333,1382
"-7559.385094703403,-2806.067410278947,10210.258437538987","-7559.385094703403,-2806.067410278947,10165.632507190034",24.096951265671457,negative,shapeid:166,529
"-3048.5130099475773,-7101.184489819885,5509.873608744113","-3048.5130099475773,-7101.184489819885,5466.632507190031",22.39948287100121,negative,shapeid:10,20
"9356.280612272705,-1413.1805533116603,44.591792276588556","9356.280612272705,-1413.1805533116603,0.0",24.046072225971436,negative,shapeid:333,1383
"-3771.3144646121655,-5769.782333621443,10161.860395253512","-3771.3144646121655,-5769.782333621443,10114.832507190034",26.937462737018894,negative,shapeid:40,532
"7678.133699974907,2128.7329561723163,10176.669119840353","7678.133699974907,2128.7329561723163,10114.832507190034",48.239273594870966,negative,shapeid:200,63
"-6749.464964103209,-3362.74304584552,10165.898745801203","-6749.464964103209,-3362.74304584552,10114.832507190034",32.103017456763695,negative,shapeid:40,533
"5808.049408862749,-491.7274679125203,10174.216034989233","5808.049408862749,-491.7274679125203,10114.832507190034",44.25812263982919,negative,shapeid:166,530
"-161.57534588347153,-3325.5936446003516,8571.710351035616","-161.57534588347153,-3325.5936446003516,8535.657617411507",15.30732076913105,negative,shapeid:24,16
"1726.0429245971045,5304.559972392519,10163.582252141887","1726.0429245971045,5304.559972392519,10114.832507190034",29.080892156804005,negative,shapeid:168,491
"-1230.491636122024,-5832.563647134216,10165.040708300505","-1230.491636122024,-5832.563647134216,10114.832507190034",30.961785547959636,negative,shapeid:40,534
"6129.796935256134,3618.6071796448505,10154.19585642754","6129.796935256134,3618.6071796448505,10114.832507190034",18.449944719413374,negative,shapeid:167,498
"5675.01184482604,-6647.044481022157,10200.091965322546","5675.01184482604,-6647.044481022157,10165.632507190034",13.90048923379665,negative,shapeid:40,535
"-491.72823175333724,-9901.12046555978,16671.69667891538","-491.72823175333724,-9901.12046555978,16617.232507190034",36.795220219413864,negative,shapeid:67,206
"5995.610099825943,-3264.2567410108713,10212.727703589471","5995.610099825943,-3264.2567410108713,10165.632507190034",27.02302056599699,negative,shapeid:166,531
"-1274.6907066576132,10507.310626851093,59.35735047504249","-1274.6907066576132,10507.310626851093,0.0",44.16842168468347,negative,shapeid:333,1384
"169.73057617677478,3076.2477264114477,8634.076263511515","169.73057617677478,3076.2477264114477,8586.457617411506",27.63138264643932,negative,shapeid:167,499
"10491.304389391124,7278.564629733373,40.30942362836963","10491.304389391124,7278.564629733373,0.0",19.39602292066187,negative,shapeid:333,1385
